Gender,Age,BMI,Duration,Heart Rate,Body Temperature,Calorie Consumption
female,51,21.97,13.0,95.0,40.0,69.0
male,27,26.04,13.0,89.0,40.1,48.0
female,65,24.84,23.0,97.0,40.6,133.0
female,76,25.39,14.0,85.0,40.3,66.0
female,25,23.03,21.0,107.0,40.3,128.0
female,68,23.74,26.0,103.0,40.7,167.0
male,27,25.77,4.0,85.0,39.0,12.0
male,63,26.83,10.0,90.0,40.0,53.0
male,35,25.25,11.0,90.0,39.8,42.0
female,30,24.67,23.0,104.0,40.7,138.0
male,49,24.28,11.0,98.0,40.2,61.0
male,20,25.65,6.0,82.0,39.1,10.0
male,60,27.47,9.0,91.0,39.7,49.0
female,32,25.15,4.0,85.0,39.1,15.0
female,39,24.24,13.0,94.0,40.2,66.0
female,55,22.99,23.0,97.0,40.6,127.0
male,38,24.66,6.0,91.0,39.3,25.0
female,27,22.76,18.0,92.0,40.5,82.0
male,40,25.0,9.0,85.0,39.9,30.0
male,74,24.11,26.0,98.0,40.8,179.0
male,56,25.23,1.0,80.0,37.8,4.0
male,28,25.46,13.0,83.0,39.8,28.0
male,20,25.25,15.0,100.0,40.3,69.0
male,63,24.51,15.0,95.0,40.6,86.0
female,39,23.51,29.0,96.0,40.8,151.0
female,71,24.84,17.0,96.0,40.0,97.0
male,22,25.95,15.0,96.0,40.1,63.0
female,38,24.16,16.0,99.0,40.5,86.0
male,21,23.15,27.0,109.0,40.9,159.0
female,55,25.61,15.0,95.0,40.1,79.0
female,33,24.56,16.0,101.0,40.0,92.0
female,72,22.72,28.0,107.0,40.9,193.0
male,20,25.68,21.0,103.0,40.7,109.0
female,74,25.15,13.0,87.0,40.1,63.0
female,28,22.46,10.0,94.0,39.3,47.0
female,70,22.64,10.0,87.0,39.8,49.0
female,40,24.91,19.0,102.0,40.6,110.0
female,34,22.35,20.0,92.0,40.3,97.0
female,51,24.44,11.0,89.0,40.4,52.0
male,33,22.6,3.0,89.0,38.3,10.0
male,29,24.43,7.0,87.0,39.1,23.0
male,36,25.25,9.0,97.0,39.9,47.0
male,47,23.82,6.0,90.0,39.2,27.0
male,73,26.04,8.0,87.0,39.8,44.0
female,78,24.11,24.0,95.0,40.7,136.0
male,37,24.25,29.0,112.0,40.9,228.0
female,74,25.01,13.0,96.0,40.1,74.0
female,24,22.68,29.0,109.0,40.8,184.0
male,24,24.27,12.0,86.0,39.9,38.0
female,43,24.45,5.0,80.0,39.1,19.0
male,24,24.7,28.0,110.0,41.0,184.0
female,45,21.05,28.0,111.0,40.7,200.0
female,61,23.95,28.0,106.0,41.0,186.0
male,35,23.77,24.0,103.0,40.8,147.0
female,32,24.38,13.0,96.0,40.0,65.0
male,75,24.76,17.0,96.0,40.2,114.0
female,58,22.94,20.0,101.0,40.7,123.0
male,27,23.41,20.0,101.0,41.0,100.0
female,42,22.47,7.0,96.0,39.4,36.0
male,69,24.05,14.0,106.0,40.0,112.0
female,28,25.53,26.0,109.0,40.8,165.0
female,79,23.44,28.0,108.0,40.9,203.0
female,58,24.8,29.0,102.0,40.8,189.0
male,24,22.99,2.0,73.0,38.2,2.0
female,66,23.41,10.0,87.0,39.7,45.0
male,38,24.78,8.0,81.0,40.0,21.0
female,50,23.81,30.0,114.0,41.0,223.0
female,23,21.36,25.0,107.0,40.6,156.0
male,30,26.27,19.0,100.0,40.1,106.0
male,55,24.78,4.0,92.0,38.7,21.0
male,24,25.66,10.0,95.0,40.0,41.0
female,34,24.21,23.0,99.0,41.1,121.0
female,50,22.23,13.0,89.0,40.3,60.0
female,66,24.77,25.0,99.0,40.2,153.0
male,29,26.29,14.0,95.0,40.1,63.0
male,28,26.87,12.0,88.0,39.9,41.0
male,69,24.16,29.0,121.0,41.1,300.0
male,50,24.34,5.0,92.0,39.3,24.0
male,68,25.73,12.0,91.0,39.8,66.0
male,48,26.17,30.0,99.0,40.5,175.0
female,70,22.84,15.0,100.0,40.3,92.0
male,26,26.3,25.0,110.0,41.1,165.0
male,42,26.31,10.0,88.0,39.7,41.0
female,75,23.05,15.0,92.0,40.0,80.0
male,32,27.17,5.0,91.0,39.0,20.0
female,70,23.83,5.0,84.0,39.0,23.0
male,76,28.03,5.0,82.0,38.9,23.0
male,41,25.51,16.0,94.0,40.3,81.0
male,32,25.22,4.0,94.0,38.7,17.0
male,79,27.31,8.0,93.0,39.5,51.0
female,54,22.76,4.0,83.0,38.8,17.0
male,50,26.3,29.0,105.0,40.8,210.0
female,35,24.75,7.0,88.0,39.7,30.0
male,27,25.45,2.0,82.0,39.0,5.0
male,65,24.03,8.0,92.0,39.5,44.0
female,51,24.44,24.0,102.0,40.4,142.0
female,25,23.34,4.0,81.0,39.0,13.0
male,39,24.06,21.0,99.0,40.4,109.0
male,42,24.99,12.0,95.0,40.0,63.0
female,23,23.46,7.0,81.0,39.5,23.0
female,69,22.68,11.0,102.0,39.8,72.0
female,27,23.67,3.0,94.0,38.6,14.0
female,33,22.07,27.0,105.0,41.1,168.0
male,64,26.03,25.0,105.0,40.2,182.0
female,25,23.44,19.0,100.0,40.1,103.0
male,66,28.34,9.0,88.0,39.7,48.0
female,66,25.13,17.0,92.0,40.3,84.0
female,40,23.04,8.0,88.0,39.7,34.0
female,39,22.67,20.0,101.0,40.1,119.0
female,56,24.02,3.0,85.0,38.9,13.0
female,22,23.53,27.0,106.0,40.8,162.0
female,21,21.3,9.0,91.0,39.7,39.0
female,20,23.95,12.0,92.0,39.8,53.0
female,46,22.1,24.0,106.0,40.4,155.0
female,58,23.24,21.0,107.0,40.2,142.0
male,62,24.62,17.0,101.0,40.1,114.0
male,37,24.58,21.0,98.0,40.4,106.0
male,20,27.17,20.0,100.0,40.6,96.0
male,27,25.35,3.0,92.0,38.6,11.0
female,25,22.05,8.0,79.0,39.6,25.0
female,21,22.5,12.0,92.0,40.1,51.0
female,37,21.99,10.0,86.0,39.8,42.0
female,55,23.34,7.0,86.0,39.1,31.0
female,61,26.01,14.0,88.0,40.0,61.0
male,35,22.91,7.0,88.0,39.6,26.0
female,48,23.96,2.0,84.0,38.4,8.0
female,59,23.42,21.0,102.0,40.6,132.0
female,70,23.95,11.0,89.0,39.9,55.0
female,24,22.23,25.0,107.0,40.9,152.0
female,24,23.72,30.0,110.0,40.8,190.0
female,54,23.92,8.0,82.0,39.8,32.0
male,55,24.73,4.0,91.0,39.0,21.0
female,74,22.83,24.0,102.0,40.9,160.0
female,23,22.59,9.0,91.0,39.6,38.0
male,43,25.06,6.0,91.0,39.4,27.0
female,31,23.34,25.0,114.0,40.7,175.0
male,45,26.53,11.0,88.0,40.2,45.0
male,60,24.98,2.0,72.0,38.7,5.0
female,77,25.36,4.0,88.0,38.7,19.0
female,43,23.45,27.0,118.0,40.6,203.0
female,24,24.26,24.0,101.0,40.3,135.0
male,56,26.26,21.0,95.0,40.6,115.0
male,38,25.03,21.0,103.0,40.5,125.0
male,34,25.11,18.0,105.0,40.2,111.0
male,24,23.92,11.0,90.0,39.9,32.0
female,67,23.31,22.0,104.0,40.6,144.0
female,44,22.81,2.0,79.0,38.1,7.0
male,27,26.6,15.0,91.0,40.0,59.0
male,56,25.18,15.0,97.0,39.9,91.0
female,39,25.48,29.0,94.0,41.0,145.0
female,44,22.6,4.0,89.0,38.7,18.0
male,41,26.73,18.0,95.0,40.4,98.0
female,78,23.01,24.0,96.0,40.7,144.0
female,57,24.31,2.0,83.0,38.5,8.0
male,24,25.23,20.0,97.0,40.6,92.0
male,78,27.16,11.0,82.0,40.0,55.0
male,31,23.81,17.0,102.0,40.4,92.0
female,70,24.03,24.0,108.0,40.5,171.0
female,35,24.28,29.0,108.0,41.0,183.0
male,63,25.18,10.0,97.0,39.8,62.0
male,52,25.77,26.0,96.0,40.5,155.0
female,34,20.34,3.0,79.0,38.2,11.0
male,38,23.7,17.0,95.0,40.1,81.0
male,50,26.04,3.0,86.0,38.8,13.0
female,20,22.14,10.0,99.0,39.6,52.0
female,27,23.01,25.0,110.0,40.7,165.0
male,64,25.99,27.0,109.0,41.1,223.0
female,34,24.06,19.0,92.0,40.4,92.0
female,49,22.72,19.0,104.0,40.2,117.0
male,25,24.47,11.0,85.0,39.6,32.0
female,46,22.23,28.0,102.0,40.5,168.0
male,36,27.83,5.0,85.0,39.1,19.0
female,31,24.3,8.0,82.0,39.5,29.0
male,22,25.45,16.0,96.0,40.1,69.0
male,22,24.68,25.0,100.0,40.5,114.0
male,67,25.62,22.0,101.0,40.8,156.0
male,50,24.38,22.0,103.0,40.4,143.0
male,55,25.75,7.0,82.0,39.6,27.0
female,78,24.54,27.0,111.0,40.8,201.0
male,20,24.4,8.0,87.0,39.3,23.0
male,68,26.58,26.0,113.0,40.9,236.0
male,22,25.35,25.0,106.0,40.8,137.0
male,60,26.3,15.0,101.0,40.4,107.0
male,54,26.49,17.0,100.0,40.2,104.0
male,56,25.03,20.0,102.0,40.2,134.0
male,21,23.92,23.0,94.0,40.4,87.0
male,30,24.16,27.0,111.0,40.9,179.0
female,53,23.72,30.0,114.0,40.7,216.0
male,34,24.92,30.0,114.0,40.8,227.0
male,61,25.78,18.0,107.0,40.3,132.0
female,28,22.31,19.0,103.0,40.3,110.0
male,58,24.46,18.0,89.0,40.3,91.0
female,62,24.42,22.0,108.0,40.8,147.0
male,59,26.6,22.0,110.0,40.5,183.0
female,26,22.77,20.0,102.0,40.4,113.0
male,47,27.31,23.0,96.0,40.8,135.0
female,41,22.49,21.0,96.0,40.5,110.0
male,32,24.69,1.0,88.0,37.6,4.0
female,51,24.54,19.0,100.0,40.2,110.0
female,43,22.48,9.0,90.0,39.7,42.0
male,53,25.24,23.0,101.0,40.8,153.0
female,34,22.95,10.0,99.0,39.6,54.0
female,38,23.57,8.0,83.0,39.7,29.0
female,30,24.28,8.0,75.0,39.6,22.0
female,30,22.41,4.0,90.0,38.8,18.0
male,65,25.46,18.0,103.0,40.3,134.0
male,28,24.78,10.0,93.0,39.7,40.0
male,33,24.22,30.0,116.0,41.0,223.0
female,61,24.03,16.0,102.0,40.1,101.0
male,28,25.49,16.0,96.0,40.1,75.0
female,24,23.78,2.0,77.0,37.9,6.0
female,55,24.39,28.0,111.0,40.7,198.0
female,22,21.61,6.0,85.0,39.3,23.0
male,42,25.28,8.0,82.0,39.7,24.0
female,20,24.61,18.0,106.0,40.4,107.0
male,34,25.59,7.0,80.0,39.6,16.0
male,35,26.7,25.0,103.0,41.3,144.0
male,41,25.13,18.0,96.0,40.5,93.0
female,28,25.3,25.0,102.0,40.7,142.0
female,46,23.19,16.0,90.0,40.5,77.0
male,28,24.91,10.0,91.0,39.7,35.0
female,30,23.24,17.0,104.0,40.2,98.0
female,79,24.54,18.0,96.0,40.1,106.0
female,35,22.13,25.0,105.0,40.6,151.0
male,27,23.08,18.0,94.0,40.0,72.0
male,66,25.88,6.0,87.0,39.5,29.0
female,33,24.06,17.0,98.0,40.3,88.0
female,69,24.57,11.0,91.0,40.2,56.0
female,22,22.65,14.0,91.0,40.7,60.0
male,21,23.89,14.0,96.0,39.7,59.0
female,75,24.03,16.0,101.0,40.3,103.0
male,56,25.64,27.0,109.0,40.6,198.0
female,29,21.91,30.0,115.0,41.0,209.0
male,74,26.88,9.0,85.0,39.6,47.0
male,25,25.51,13.0,91.0,40.1,51.0
male,45,24.54,17.0,97.0,40.3,90.0
female,56,23.37,14.0,94.0,39.9,76.0
male,21,24.27,8.0,87.0,39.3,25.0
male,28,26.06,19.0,105.0,40.2,124.0
male,31,26.04,5.0,82.0,39.1,13.0
female,29,21.88,28.0,113.0,40.6,194.0
male,63,26.59,8.0,90.0,39.7,43.0
female,31,24.62,15.0,93.0,40.1,69.0
male,22,23.62,25.0,108.0,40.8,144.0
female,59,25.0,13.0,98.0,40.4,75.0
male,76,27.11,14.0,99.0,40.2,106.0
male,69,25.95,13.0,93.0,40.4,78.0
female,59,20.54,26.0,110.0,40.7,190.0
male,32,24.62,7.0,87.0,39.3,24.0
male,34,24.39,18.0,108.0,40.4,114.0
male,20,24.38,25.0,106.0,40.4,137.0
female,20,21.3,1.0,83.0,37.8,4.0
male,61,26.79,28.0,110.0,40.7,249.0
female,45,25.51,10.0,87.0,39.8,45.0
male,32,24.99,8.0,94.0,39.4,38.0
male,37,23.3,23.0,101.0,40.3,131.0
male,23,24.46,5.0,85.0,38.8,14.0
male,41,26.3,30.0,107.0,40.8,213.0
female,61,24.58,16.0,91.0,40.1,78.0
male,55,24.78,6.0,84.0,39.2,24.0
female,30,23.24,20.0,102.0,40.5,114.0
female,41,22.72,12.0,91.0,40.1,56.0
female,44,22.99,27.0,100.0,40.7,160.0
male,63,27.15,18.0,107.0,40.7,142.0
female,39,22.59,25.0,107.0,40.9,160.0
female,39,20.81,26.0,108.0,40.6,173.0
male,35,25.0,26.0,106.0,41.0,174.0
male,23,23.93,5.0,94.0,39.3,20.0
male,26,24.52,23.0,107.0,40.5,138.0
male,65,28.41,30.0,110.0,40.4,254.0
male,56,25.11,26.0,107.0,40.9,195.0
male,26,24.52,1.0,86.0,37.8,3.0
male,37,24.57,7.0,89.0,39.3,27.0
male,61,27.47,25.0,110.0,40.8,207.0
male,39,26.26,11.0,85.0,39.9,37.0
female,53,25.0,27.0,103.0,41.0,167.0
male,39,26.59,5.0,82.0,39.1,15.0
female,37,23.66,16.0,96.0,40.2,81.0
male,20,25.5,26.0,103.0,40.8,131.0
male,54,24.31,2.0,76.0,38.6,5.0
female,39,22.86,27.0,109.0,40.9,179.0
female,20,23.44,22.0,100.0,40.5,118.0
male,27,27.08,11.0,90.0,39.6,38.0
female,38,25.07,23.0,100.0,40.4,130.0
male,58,24.01,9.0,88.0,39.4,38.0
male,63,26.88,5.0,94.0,39.2,30.0
female,22,22.07,16.0,93.0,40.2,76.0
male,26,25.42,12.0,90.0,40.0,42.0
male,41,25.56,13.0,87.0,40.0,48.0
female,26,22.28,28.0,108.0,40.8,173.0
male,31,23.18,5.0,90.0,39.1,17.0
female,65,25.32,25.0,98.0,40.7,147.0
female,20,21.07,8.0,83.0,39.7,28.0
female,37,23.94,19.0,98.0,40.6,101.0
female,23,24.0,17.0,94.0,40.6,78.0
female,29,23.04,12.0,92.0,40.2,54.0
female,40,23.89,7.0,92.0,39.7,33.0
female,24,22.6,21.0,97.0,40.3,104.0
female,65,21.97,4.0,84.0,39.1,18.0
female,39,24.06,25.0,104.0,40.4,149.0
male,26,24.26,24.0,100.0,40.7,115.0
female,67,21.91,5.0,81.0,39.2,21.0
male,35,25.22,15.0,90.0,40.0,61.0
female,63,23.01,11.0,90.0,39.9,56.0
male,23,22.94,27.0,107.0,40.5,154.0
male,65,25.01,9.0,92.0,40.0,49.0
female,44,22.86,5.0,88.0,38.9,22.0
female,25,24.24,6.0,89.0,39.2,26.0
male,67,25.1,29.0,109.0,41.2,232.0
male,68,26.84,26.0,113.0,40.9,223.0
female,24,23.53,12.0,104.0,40.2,70.0
male,21,25.74,29.0,111.0,40.5,189.0
female,28,23.88,10.0,91.0,39.7,45.0
male,22,23.51,17.0,97.0,40.1,66.0
male,38,26.3,9.0,90.0,40.0,38.0
male,23,24.99,30.0,106.0,41.1,181.0
male,38,25.0,20.0,95.0,40.5,95.0
male,62,24.98,13.0,95.0,40.2,81.0
female,40,23.03,8.0,88.0,39.5,35.0
female,39,22.86,17.0,102.0,40.2,99.0
male,32,26.96,27.0,99.0,41.2,134.0
female,31,24.39,3.0,81.0,38.4,10.0
female,64,25.06,23.0,96.0,40.8,126.0
female,29,22.19,28.0,102.0,40.8,162.0
female,66,22.66,18.0,96.0,40.1,104.0
male,34,26.48,2.0,95.0,38.2,10.0
male,21,25.36,10.0,99.0,39.7,46.0
female,21,22.16,24.0,104.0,40.7,135.0
female,38,23.44,12.0,99.0,40.3,67.0
male,22,25.46,4.0,90.0,38.6,15.0
male,37,25.77,28.0,104.0,40.9,178.0
female,43,23.34,4.0,85.0,39.0,17.0
female,27,23.23,3.0,80.0,38.7,10.0
male,47,24.51,14.0,105.0,39.8,99.0
female,59,24.44,15.0,94.0,40.3,78.0
male,65,24.54,15.0,93.0,40.3,84.0
male,55,25.51,19.0,94.0,40.7,109.0
female,60,21.97,28.0,103.0,40.6,176.0
female,77,25.08,11.0,89.0,39.9,56.0
male,78,27.61,10.0,96.0,40.1,73.0
male,21,24.16,21.0,107.0,40.9,115.0
female,54,22.72,5.0,86.0,39.2,23.0
male,40,24.31,17.0,100.0,40.1,96.0
male,21,26.04,27.0,107.0,40.4,164.0
male,45,26.59,4.0,75.0,39.0,9.0
male,33,26.37,24.0,107.0,40.6,150.0
female,31,22.35,3.0,80.0,38.4,11.0
male,39,24.42,12.0,93.0,39.7,54.0
male,26,24.03,6.0,96.0,39.3,23.0
male,62,25.36,21.0,106.0,40.5,160.0
male,77,27.08,23.0,94.0,40.7,149.0
male,22,24.62,9.0,86.0,39.9,25.0
female,21,21.97,4.0,79.0,38.8,12.0
male,38,24.74,26.0,114.0,40.7,211.0
male,52,26.59,3.0,85.0,38.7,12.0
male,43,24.22,18.0,93.0,40.4,89.0
male,36,26.12,6.0,93.0,39.2,23.0
male,23,24.19,10.0,89.0,39.9,31.0
female,59,23.3,13.0,104.0,39.9,82.0
female,31,20.96,7.0,86.0,39.6,29.0
female,61,26.49,15.0,89.0,40.3,73.0
male,67,25.08,29.0,105.0,41.0,224.0
male,54,25.95,9.0,85.0,39.7,37.0
female,72,23.87,18.0,96.0,40.0,107.0
male,70,25.25,14.0,92.0,39.9,88.0
male,25,23.93,16.0,96.0,39.7,72.0
female,77,23.14,27.0,101.0,40.9,173.0
female,45,21.83,18.0,107.0,40.4,118.0
female,42,23.42,4.0,88.0,38.6,18.0
male,56,24.52,6.0,94.0,38.8,33.0
female,58,24.84,24.0,103.0,40.7,150.0
female,25,22.83,13.0,92.0,39.8,60.0
female,38,23.88,6.0,79.0,39.2,20.0
male,55,26.79,9.0,81.0,39.7,31.0
male,33,24.22,21.0,101.0,40.5,108.0
male,21,24.25,10.0,98.0,39.7,44.0
male,62,24.52,22.0,103.0,40.5,157.0
female,37,23.92,12.0,90.0,39.9,56.0
female,54,22.07,5.0,82.0,38.9,19.0
female,24,22.21,8.0,90.0,39.6,35.0
female,55,23.92,9.0,90.0,39.7,45.0
female,47,22.31,5.0,86.0,39.1,22.0
female,24,20.69,9.0,89.0,39.8,39.0
male,34,25.5,2.0,81.0,38.0,5.0
female,62,22.86,10.0,95.0,39.7,56.0
female,49,21.75,26.0,109.0,41.1,182.0
female,49,25.56,22.0,100.0,40.9,128.0
female,56,23.47,10.0,98.0,39.7,59.0
female,54,22.94,6.0,90.0,39.0,29.0
female,25,22.59,15.0,90.0,40.2,65.0
female,26,23.07,7.0,94.0,39.4,34.0
male,29,25.86,14.0,93.0,40.3,54.0
female,20,21.77,3.0,77.0,38.4,9.0
female,22,21.31,12.0,89.0,40.3,49.0
female,27,22.23,12.0,100.0,40.3,65.0
male,27,24.69,8.0,88.0,39.4,27.0
female,24,22.76,13.0,93.0,39.9,60.0
male,30,23.38,4.0,80.0,38.7,9.0
male,34,24.38,12.0,97.0,40.2,60.0
male,39,24.69,18.0,92.0,40.5,82.0
male,64,25.11,3.0,84.0,38.6,13.0
female,76,23.53,27.0,114.0,40.9,208.0
male,22,25.71,12.0,94.0,40.2,48.0
female,38,21.43,3.0,78.0,38.8,9.0
female,40,21.79,17.0,101.0,40.3,101.0
female,67,24.62,11.0,88.0,39.9,52.0
male,26,24.99,3.0,84.0,38.5,8.0
female,33,22.86,27.0,108.0,40.7,172.0
female,58,22.94,28.0,99.0,41.3,168.0
male,50,26.57,22.0,107.0,40.5,160.0
male,62,26.32,6.0,84.0,39.6,27.0
male,36,25.76,13.0,92.0,40.1,54.0
female,33,23.31,13.0,95.0,40.3,67.0
male,54,23.77,25.0,105.0,41.0,173.0
male,72,27.18,27.0,108.0,40.7,248.0
female,41,25.63,2.0,84.0,38.6,8.0
female,66,26.08,13.0,92.0,40.0,67.0
female,65,24.78,27.0,112.0,40.8,192.0
female,38,21.61,22.0,104.0,40.7,134.0
female,48,23.05,20.0,95.0,40.5,106.0
female,39,22.91,19.0,105.0,40.5,116.0
female,52,23.87,3.0,73.0,38.3,9.0
male,32,26.13,2.0,82.0,38.4,5.0
female,22,22.41,11.0,85.0,40.1,41.0
male,55,26.56,15.0,89.0,40.3,72.0
female,30,24.06,9.0,95.0,39.7,43.0
female,74,23.38,4.0,79.0,38.9,16.0
female,27,21.34,25.0,115.0,40.6,178.0
male,37,25.4,11.0,91.0,39.5,46.0
male,22,26.04,20.0,100.0,40.7,101.0
male,57,26.58,14.0,95.0,40.2,82.0
male,32,26.32,7.0,83.0,39.2,20.0
male,24,25.24,7.0,84.0,39.4,19.0
male,38,26.73,4.0,86.0,38.9,13.0
female,22,22.15,13.0,99.0,40.3,68.0
male,28,24.74,4.0,87.0,38.6,13.0
male,44,26.59,7.0,96.0,39.8,38.0
male,21,26.53,8.0,85.0,39.7,18.0
male,42,24.44,3.0,82.0,38.3,8.0
male,48,25.4,11.0,95.0,39.9,59.0
female,36,23.73,10.0,90.0,39.7,46.0
female,31,23.88,9.0,93.0,39.8,42.0
male,44,24.74,29.0,109.0,40.7,217.0
female,59,21.99,15.0,90.0,40.4,75.0
female,54,24.24,12.0,86.0,40.1,52.0
male,22,25.18,11.0,91.0,39.7,36.0
male,22,26.86,19.0,99.0,40.5,94.0
female,64,22.41,11.0,94.0,39.9,60.0
female,33,22.14,29.0,107.0,40.5,183.0
male,70,25.24,2.0,76.0,38.6,7.0
female,30,22.43,30.0,117.0,40.6,222.0
female,79,23.53,30.0,111.0,41.2,224.0
female,78,24.3,26.0,100.0,40.4,165.0
male,32,24.78,5.0,87.0,39.7,16.0
female,64,23.88,22.0,100.0,40.4,132.0
female,74,24.24,20.0,104.0,40.6,135.0
male,52,24.02,24.0,112.0,40.4,193.0
male,47,25.7,16.0,96.0,40.3,87.0
male,32,26.47,18.0,97.0,40.3,96.0
male,37,25.77,11.0,93.0,40.2,52.0
female,58,22.86,21.0,106.0,40.8,140.0
female,24,23.83,8.0,85.0,39.6,31.0
male,24,23.04,21.0,95.0,40.5,84.0
female,31,23.31,5.0,83.0,39.4,19.0
male,30,25.77,16.0,97.0,40.2,80.0
female,72,23.42,10.0,98.0,39.7,61.0
male,43,25.17,8.0,95.0,40.0,41.0
male,78,27.43,20.0,109.0,40.3,177.0
female,65,23.44,25.0,112.0,40.6,186.0
female,27,24.09,19.0,105.0,40.4,113.0
female,40,24.0,26.0,105.0,40.9,158.0
male,30,24.45,12.0,91.0,39.6,45.0
male,50,26.87,14.0,93.0,39.9,75.0
female,25,22.95,20.0,100.0,40.4,108.0
male,35,23.41,26.0,105.0,41.0,159.0
male,62,25.49,27.0,102.0,40.8,201.0
female,74,26.29,8.0,97.0,39.7,47.0
female,53,23.44,16.0,97.0,40.3,90.0
female,50,21.47,18.0,100.0,40.1,104.0
female,24,23.23,2.0,84.0,38.4,7.0
male,32,24.26,13.0,96.0,40.1,65.0
male,47,25.88,26.0,104.0,41.2,170.0
male,37,26.03,13.0,93.0,40.1,60.0
male,65,25.74,6.0,90.0,39.0,33.0
female,71,23.81,1.0,87.0,37.8,5.0
male,23,25.59,15.0,91.0,40.2,51.0
female,47,23.05,26.0,106.0,40.8,165.0
male,47,26.59,7.0,86.0,39.7,29.0
female,79,23.74,16.0,89.0,39.9,82.0
female,49,24.06,16.0,94.0,40.3,81.0
female,50,24.61,26.0,106.0,41.0,167.0
female,61,23.14,24.0,111.0,40.5,173.0
female,21,21.3,23.0,97.0,40.4,117.0
male,40,25.25,12.0,92.0,39.7,57.0
female,48,23.5,26.0,100.0,40.8,154.0
female,21,23.42,9.0,79.0,39.7,28.0
female,54,23.5,6.0,87.0,39.3,28.0
female,22,24.69,8.0,93.0,39.7,37.0
male,26,24.72,5.0,85.0,38.7,13.0
female,24,22.15,23.0,112.0,40.5,155.0
male,39,24.75,5.0,86.0,38.9,19.0
male,71,26.58,22.0,109.0,40.8,189.0
female,68,22.39,30.0,103.0,40.9,192.0
female,20,22.98,7.0,87.0,39.3,27.0
female,62,23.66,5.0,80.0,39.2,19.0
male,44,26.55,17.0,107.0,40.4,124.0
female,62,22.58,2.0,84.0,38.4,9.0
female,59,24.34,5.0,84.0,38.8,22.0
female,37,22.91,7.0,90.0,39.3,31.0
female,43,25.24,12.0,93.0,40.0,60.0
female,41,23.7,30.0,114.0,40.8,207.0
male,32,24.16,24.0,107.0,40.3,155.0
female,46,23.24,15.0,100.0,40.1,87.0
male,52,25.85,9.0,85.0,39.5,35.0
female,23,21.17,28.0,114.0,40.8,198.0
male,54,26.78,10.0,83.0,39.6,37.0
male,21,23.71,24.0,110.0,41.0,139.0
male,36,25.45,10.0,93.0,39.7,45.0
male,54,25.25,12.0,90.0,39.9,61.0
female,72,23.26,4.0,82.0,38.4,17.0
female,29,21.41,7.0,86.0,39.2,28.0
female,21,21.3,5.0,91.0,39.5,21.0
female,30,23.71,30.0,111.0,40.9,200.0
female,21,22.28,20.0,100.0,40.4,104.0
female,41,23.92,12.0,92.0,40.2,59.0
female,24,23.53,25.0,97.0,41.0,127.0
male,23,23.8,21.0,103.0,40.6,111.0
female,37,23.36,20.0,103.0,40.4,115.0
male,21,26.23,14.0,86.0,40.3,37.0
male,23,25.56,25.0,109.0,40.9,153.0
female,36,22.83,6.0,91.0,39.0,28.0
female,69,25.1,4.0,77.0,38.9,14.0
male,27,23.72,25.0,112.0,40.5,176.0
female,57,23.72,19.0,97.0,40.8,105.0
female,54,23.11,13.0,96.0,40.1,71.0
female,32,22.2,14.0,90.0,40.4,61.0
female,21,21.91,16.0,98.0,40.4,84.0
female,23,22.07,19.0,100.0,40.4,105.0
female,20,21.45,19.0,96.0,40.5,94.0
male,27,26.03,20.0,92.0,40.4,83.0
male,26,24.28,16.0,99.0,40.0,77.0
male,60,26.04,30.0,105.0,40.8,230.0
female,66,22.58,29.0,100.0,40.8,179.0
female,27,21.19,18.0,101.0,40.5,101.0
female,23,22.65,7.0,86.0,39.2,27.0
female,27,23.24,26.0,107.0,40.7,161.0
female,26,21.95,13.0,91.0,40.0,57.0
male,40,27.78,1.0,88.0,37.8,5.0
female,20,22.28,26.0,113.0,40.8,172.0
male,25,24.99,27.0,107.0,40.9,169.0
female,66,23.46,26.0,114.0,40.7,193.0
male,29,23.89,8.0,88.0,39.4,27.0
female,71,22.6,4.0,85.0,38.6,18.0
female,62,22.28,8.0,91.0,39.8,40.0
male,76,26.64,22.0,113.0,40.5,202.0
male,31,26.01,16.0,95.0,40.0,74.0
male,32,25.83,16.0,101.0,40.3,85.0
female,49,22.89,8.0,88.0,40.0,35.0
female,58,22.77,16.0,100.0,40.3,96.0
male,41,26.88,27.0,111.0,41.2,203.0
female,79,23.78,24.0,91.0,40.6,126.0
female,65,24.0,17.0,94.0,40.5,91.0
female,50,21.61,2.0,89.0,38.1,9.0
male,34,24.9,22.0,98.0,40.9,109.0
female,25,24.22,2.0,84.0,38.5,7.0
male,21,23.85,26.0,108.0,40.9,152.0
male,22,24.02,6.0,78.0,39.4,9.0
female,49,24.68,5.0,90.0,38.9,23.0
male,22,25.45,4.0,78.0,39.1,6.0
female,46,25.1,8.0,85.0,39.5,32.0
female,29,23.31,16.0,87.0,40.3,67.0
female,50,23.94,16.0,96.0,40.4,84.0
female,35,23.23,11.0,79.0,39.7,37.0
female,26,21.77,28.0,107.0,41.1,174.0
female,37,23.5,12.0,85.0,39.8,49.0
male,47,26.59,12.0,101.0,39.7,76.0
female,22,22.23,13.0,93.0,40.3,59.0
male,41,24.98,17.0,93.0,40.6,83.0
male,42,24.92,12.0,93.0,40.0,64.0
female,46,22.86,2.0,77.0,38.2,7.0
female,21,22.1,1.0,85.0,37.5,4.0
